repo_full_name,vintage_quarter,snapshot_sha,total_commits,ai_commits,ai_commit_fraction,tools_matched,first_ai_commit_date,marker_files_found
microsoft/qlib,2020Q3,12c8bfa545bc928924181db5463c5a41ffc9e254,664,0,0.0,,,
karpathy/minGPT,2020Q3,4050db60409b5bbaaa3302cee1e49847fc145c65,31,0,0.0,,,
danielgatis/rembg,2020Q3,63f52a3a6a7d25edc0828d8a6b0294fdd1e74d71,60,0,0.0,,,
microsoft/playwright-python,2020Q3,d35d62846c2fba838ee599523471bffb1d5c42e4,249,0,0.0,,,
EleutherAI/lm-evaluation-harness,2020Q3,ba9c13b2a9a1a2328a16740e4120f6809c5d8489,399,0,0.0,,,
neuml/txtai,2020Q3,4716fcd5d934b22f900e84bd51145e5abca67336,199,0,0.0,,,
lucidrains/denoising-diffusion-pytorch,2020Q3,5989f4c77eafcdc6be0fb4739f0f277a6dd7f7d8,38,0,0.0,,,
alirezamika/autoscraper,2020Q3,973ba6abed840d16907a556bc0192e2bf4806c6d,134,0,0.0,,,
open-mmlab/mmpose,2020Q3,3fe69444d1cced87bfaffaeb20da328177d10148,262,0,0.0,,,
tinygrad/tinygrad,2020Q4,f0cc2b66f8e1813525fe68f7f9f98805732c920e,511,0,0.0,,,
openai/openai-python,2020Q4,5f8c4a842674eda7aeb7a81f87686fdd4123f797,12,0,0.0,,,
lucidrains/vit-pytorch,2020Q4,deb96201d578c7e49393ad265d091784f431c333,94,0,0.0,,,
mxrch/GHunt,2020Q4,02847dba6686d27e4acce5154de116bb7c4cc011,204,0,0.0,,,
lukas-blecher/LaTeX-OCR,2020Q4,4a61993cfa2c865c412077742a6e6195c137fa44,94,0,0.0,,,
LibreTranslate/LibreTranslate,2020Q4,e604cb681fc515d9cdfd53b69250ac812123b839,180,0,0.0,,,
mealie-recipes/mealie,2020Q4,2e8c50e4ba579932840f9eb2c73f8d98d60d3cfa,434,0,0.0,,,
snakers4/silero-vad,2020Q4,24e0d408abeb83bc8180603b418d453a9248fa38,155,0,0.0,,,
huggingface/accelerate,2020Q4,4f376df41ceea6af4a077b7c2dbedc870d21a646,149,0,0.0,,,
RangiLyu/nanodet,2020Q4,1ede3ab233b6c0ab5704e5087ec308465adcfca1,197,0,0.0,,,
TencentARC/GFPGAN,2021Q1,e5adc0dd06aedbdce712eabd9a42755e28b0665f,55,0,0.0,,,
dgtlmoon/changedetection.io,2021Q1,1084603375d2e7a27fb0bbd3289f45d5f17a29cf,383,0,0.0,,,
marceloprates/prettymaps,2021Q1,47c5d01e093ccf93ef6582a13bfe894ce0f5b2fa,77,0,0.0,,,
unifyai/ivy,2021Q1,9452bcd16fc904a98f46ecd7f0788d87c4351b88,299,0,0.0,,,
TomSchimansky/CustomTkinter,2021Q1,b4f8166940f58cedaf3a14682072333097fbc221,55,0,0.0,,,
PaddlePaddle/PaddleNLP,2021Q1,ba1a4405d71b964b0abdbb9ecbdd0c7cdfd0c012,938,0,0.0,,,
openai/DALL-E,2021Q1,5be4b236bc3ade6943662354117a0e83752cc322,3,0,0.0,,,
zyddnys/manga-image-translator,2021Q1,a1c8825fa30565f82a1301027ecb4c78d5d48e59,72,0,0.0,,,
tobymao/sqlglot,2021Q1,e2c9cd40a96d07da8d38c3b7fa2c6c28d413b8d0,221,0,0.0,,,
JerBouma/FinanceDatabase,2021Q1,e45fb93bd48b7b5a590280fb4c143c478120806e,96,0,0.0,,,
Textualize/textual,2021Q2,f574294beb733df0cfd17993401713edf5ed7fca,305,0,0.0,,,
zauberzeug/nicegui,2021Q2,a16296e86263b3bc3d3dc8d7ef2745c57bdf6ac6,423,0,0.0,,,
google-deepmind/alphafold,2021Q2,be37a41d6f83e4145bd4912cbe8bf6a24af80c29,29,0,0.0,,,
microsoft/LoRA,2021Q2,aa68d8a021c7ba08973e35fdfdc76338fdbfad57,16,0,0.0,,,
xmu-xiaoma666/External-Attention-pytorch,2021Q2,0a0d41fd1807b364fa2a3db2e7d81cfe8f43ae88,204,0,0.0,,,
rany2/edge-tts,2021Q2,6fbf87567369c2d615efd15e4d2bd2c7d37eca34,85,0,0.0,,,
ParthJadhav/Tkinter-Designer,2021Q2,0c498569023d3471c76bba60a96f869a4c65007e,319,0,0.0,,,
bitsandbytes-foundation/bitsandbytes,2021Q2,4e60e7dc62c50b6ba9b6becf6e779a1d48906be2,30,0,0.0,,,
nadermx/backgroundremover,2021Q2,f79735d3c4fbf29dd2dfc87576d130abf4766db2,45,0,0.0,,,
openai/guided-diffusion,2021Q2,ed2f41c4d7b37d231b3688fbf4056b46f207cf24,8,0,0.0,,,
khoj-ai/khoj,2021Q3,e933a5d3d00c6f5dd8f4497f9584999549834f71,90,0,0.0,,,
xinntao/Real-ESRGAN,2021Q3,01aeba2f7ae859baf08c518c539d060a80e6c3db,99,0,0.0,,,
fastapi/sqlmodel,2021Q3,8e97c93de0c185780c20d752ac947854e652c754,79,0,0.0,,,
borisdayma/dalle-mini,2021Q3,26651ddd777f73dd18dade8bf543a6a8732d3669,451,0,0.0,,,
sml2h3/ddddocr,2021Q3,45310c7a20d4c7eef1977992f62a82e0ef530eea,26,0,0.0,,,
mlfoundations/open_clip,2021Q3,57b3e8ea6ad6bfc2974203945f8fd577e0659468,35,0,0.0,,,
mvt-project/mvt,2021Q3,b2e9f0361b2797de83dba5e1098d23f70a52a9e6,382,0,0.0,,,
Megvii-BaseDetection/YOLOX,2021Q3,25f116b3145db3f2808ffbe722677d301e34f40d,139,0,0.0,,,
skypilot-org/skypilot,2021Q3,2c18f16905699810115540e0e28ba4544823eb7a,313,0,0.0,,,
FoundationVision/ByteTrack,2021Q3,d742a3321c14a7412f024f2218142c7441c1b699,371,0,0.0,,,
hpcaitech/ColossalAI,2021Q4,26c49639d80a6c695d48f631789395076e60899d,548,0,0.0,,,
Sanster/IOPaint,2021Q4,49c42741a5a4eaec1e305bf3e38b328ef8886118,137,0,0.0,,,
facebookresearch/xformers,2021Q4,549bd4221c27aa11dd928aa5ec191d087132e1f7,179,0,0.0,,,
litestar-org/litestar,2021Q4,54e6f36e96d7b5bdedb052ffb7390a9bbe4bfea5,511,0,0.0,,,
open-edge-platform/anomalib,2021Q4,c7d5232fb235e666423c428b841cadd9a0f42e93,175,0,0.0,,,
mosaicml/composer,2021Q4,abf65a60d8663778b4ef310167ea1df720e480e9,435,0,0.0,,,
Nixtla/statsforecast,2021Q4,cd7f9630ea3ebaa24049b859d2292bd4a9855116,281,0,0.0,,,
Rikorose/DeepFilterNet,2021Q4,5a515eb78a065f62260c5b6e9a1d8f9ed4a0d989,302,0,0.0,,,
tlkh/asitop,2021Q4,b7ae0b49d9aa36b0d06dbb2fa3b01fb0761a7218,44,0,0.0,,,
mljar/mercury,2021Q4,53e1a96ad10244ed110a464751f806e5ba8d7505,301,0,0.0,,,
Avaiga/taipy,2022Q1,5bcb5749521f9ddcc725c009aca00a88ff724e87,7595,6,0.0007899934167215273,copilot,2025-09-16T12:36:20+02:00,
blacklanternsecurity/bbot,2022Q1,b0045c9a3a2b67b37e046d827bf1355c9eeca204,583,0,0.0,,,
ScottSloan/Bili23-Downloader,2022Q1,6d96361269daf487b213b3a26aaeb77d43686af7,99,0,0.0,,,
dmunozv04/iSponsorBlockTV,2022Q1,7c207c5b0ace56bc67e94be7512a714dcf1daaea,87,0,0.0,,,
dlt-hub/dlt,2022Q1,46972e1f43cd0d5209d7b532f489400a958977f5,422,0,0.0,,,
Giskard-AI/giskard-oss,2022Q1,c10adfe9c33adf02d0d020c7fcd2cb1f0593f9f1,1063,0,0.0,,,
Textualize/rich-cli,2022Q1,0721cb196661687d8ecd9af4baf48576b240c978,109,0,0.0,,,
pytorch/rl,2022Q1,8ad92965cf20ca968ba6df03b23af60e70deef12,337,0,0.0,,,
huggingface/diffusers,2022Q2,6b02323a602a66841729c3a5d60844b24aa81ff2,1380,0,0.0,,,
subframe7536/maple-font,2022Q2,70b477b07dca4905f97bd4268d4f215f01274865,44,0,0.0,,,
Dao-AILab/flash-attention,2022Q2,d6ef701aa99bd1c5f7e0c277f4a8aed0462ce1f5,132,0,0.0,,,
zai-org/CogVideo,2022Q2,c05570ea24821945b31c63b9dbe236ff61002a6d,22,0,0.0,,,
nerfstudio-project/nerfstudio,2022Q2,e4982f7ed1edfa277f353af5a927de96b1bd1cc9,763,0,0.0,,,
lucidrains/DALLE2-pytorch,2022Q2,c18c0801283d30384912df0e35f225f3df1566a3,576,0,0.0,,,
bigscience-workshop/petals,2022Q2,f42e559c77d1001f028bfb7f784f9fe0b1324aa4,275,0,0.0,,,
mage-ai/mage-ai,2022Q2,3f58aae3c893b51d01a973b39bdcd170ccaffda8,1713,0,0.0,,,
lucidrains/imagen-pytorch,2022Q2,a2505cb7c9c9e0c8c92d4f15b8b91465e8d88835,452,0,0.0,,,
facebookresearch/metaseq,2022Q2,e2df6a021cc5ee024533427ae476ce29cdb65b66,195,0,0.0,,,
AUTOMATIC1111/stable-diffusion-webui,2022Q3,3715ece0adce7bf7c5e9c5ab3710b2fdc3848f39,3600,0,0.0,,,
openai/whisper,2022Q3,6dea21fd7f7253bfe450f1e2512a0fe47ee2d258,101,8,0.07920792079207921,chatgpt_openai_codex,2022-09-30T14:45:51-07:00,
ultralytics/ultralytics,2022Q3,177a68b39ffe7f87c5bc17a78fa5322af9f77c0b,251,0,0.0,,,
zhayujie/CowAgent,2022Q3,80f57267ec16e79080a8ff83c4c024b18951504a,49,0,0.0,,,
chidiwilliams/buzz,2022Q3,62ed04d97fc602b948a98dda4caa736bb6a77481,237,0,0.0,,,
fauxpilot/fauxpilot,2022Q3,4441e5e16b301e8a9a803ec36007093bc462991a,128,0,0.0,,,
IdreesInc/Monocraft,2022Q3,e1c44cf2278d866ed36a2419085d44e8ac4f1e10,112,0,0.0,,,
modelscope/modelscope,2022Q3,266851bbbbd2dbeb5b681172936c5b013b5bc144,978,0,0.0,,,
zai-org/CodeGeeX,2022Q3,e81ef8533db82dfa31e44a2031474caba09b6d19,133,0,0.0,,,
firerpa/lamda,2022Q3,d762785de5eb4477d2dd3a0073955a26b8db2a19,26,0,0.0,,,
run-llama/llama_index,2022Q4,c75ee557d098eddd143e8119a6c6f02aea5a6e34,713,0,0.0,,,
oobabooga/textgen,2022Q4,0d9d70ec7e4244e2cc85d9bb453e7817b4eed8dd,2006,0,0.0,,,
AstrBotDevs/AstrBot,2022Q4,aa9ff99557fb26563f1d95ed4d2022e011fbb96a,416,0,0.0,,,
LAION-AI/Open-Assistant,2022Q4,1c506623946edc80017dfa62cedb48da8fd14037,3362,1,0.000297441998810232,chatgpt_openai_codex,2023-02-21T17:24:34+01:00,
reflex-dev/reflex,2022Q4,0c33ad19f63b9ad732c2430cb166fdaf2944d72e,371,0,0.0,,,
acheong08/ChatGPT,2022Q4,ed8310d70ef3b58bc25611ecc6ab91f16c7f3544,1525,0,0.0,,,
m-bain/whisperX,2022Q4,befe2b242eb59dcd7a8a122d127614d5c63d36e9,216,0,0.0,,,
huggingface/peft,2022Q4,3714aa2fff158fdfa637b2b65952580801d890b2,466,0,0.0,,,
modelscope/FunASR,2022Q4,f7b5b3ea08cf27b18215283edcce9c532fe0f6a8,2145,0,0.0,,,
openai/tiktoken,2022Q4,5d970c1100d3210b42497203d6b5c1e30cfda6cb,26,0,0.0,,,
Comfy-Org/ComfyUI,2023Q1,490771b7f495c95fb52875cf234fffc367162c7e,1169,0,0.0,,,
vllm-project/vllm,2023Q1,a57d13cc967d04478cebcfa2c3440fb167b21c6d,270,0,0.0,,,
xtekky/gpt4free,2023Q1,5bcc82ce1a59901c0be01d96fb049c7f589e7ec5,882,0,0.0,,,
meta-llama/llama,2023Q1,ea9f33d6d3ea8ed7d560d270986407fd6c2e52b7,29,0,0.0,,,
lm-sys/FastChat,2023Q1,3149253988ee16b0945aa0a381a42a07b8a7829e,556,0,0.0,,,
chatchat-space/Langchain-Chatchat,2023Q1,8d0f8a5d6720cbd5daeb578e98e7dbb2f754c6a0,1375,0,0.0,,,
stanfordnlp/dspy,2023Q1,caa315c56bb107e4db1043ae844d2f14430c581e,172,0,0.0,,,
SYSTRAN/faster-whisper,2023Q1,1562b02345c8587eff1c6694b28c7f91f5c20ec2,145,0,0.0,,,
openai/chatgpt-retrieval-plugin,2023Q1,e8fda700edd6f5bc5e6e4f57b7aa163a8adb11be,99,2,0.020202020202020204,chatgpt_openai_codex,2023-05-10T13:22:52-07:00,
openai/evals,2023Q1,bd3b4d0afa7785f0374c46c32a32dd4c55105c28,580,5,0.008620689655172414,chatgpt_openai_codex,2023-03-28T02:21:01+03:00,
hiyouga/LlamaFactory,2023Q2,953a562ec16c3affde0b29cd00d74c5b2932e763,549,0,0.0,,,
FoundationAgents/MetaGPT,2023Q2,a57b32aa75f3d897390232f23b20c9617fae0195,1339,0,0.0,,,
mem0ai/mem0,2023Q2,b34825148478e8e1a083dd22e08495e2331e4650,585,0,0.0,,,
NanmiCoder/MediaCrawler,2023Q2,c530bd421998682e5e8098b8efdbb7f66db80635,82,0,0.0,,,
zylon-ai/private-gpt,2023Q2,5d1be6e94c0de136f6138b86ef2c67b990679649,152,0,0.0,,,
AntonOsika/gpt-engineer,2023Q2,2a66dd57f6e32940b7e783ab3cd5fe6a19461d6b,698,0,0.0,,,
Aider-AI/aider,2023Q2,87fb6c8fbb9e8c8531d4b2d5f9ab1450f6c7b43d,2870,0,0.0,,,
onyx-dot-app/onyx,2023Q2,a014cb7792e1ae099981546346252935957b8043,543,0,0.0,,,
assafelovic/gpt-researcher,2023Q2,98656e70951a5e579f8f254da54aa3796a783b2e,306,0,0.0,,,
Stability-AI/generative-models,2023Q2,9d759324e914de6c96dbd1468b3a4a50243c6528,52,0,0.0,,,
hacksider/Deep-Live-Cam,2023Q3,487b83e71a5543179436d6882fe0ce2ef881083d,27,0,0.0,,,
BerriAI/litellm,2023Q3,44f756efb5b46c55c3b68b39ec68f95783c5ebd7,5933,0,0.0,,,
Pythagora-io/gpt-pilot,2023Q3,bd0d749f0ae526881b1483d6c5974d3aeabe6f0f,1004,0,0.0,,,
topoteretes/cognee,2023Q3,817df19bc7f1cb358a4079d02a7cc47c30d760ec,253,0,0.0,,,
harvard-edge/cs249r_book,2023Q3,6d323c82fb114e7418c01f68af4cdbe415c79319,1274,0,0.0,,,
1Panel-dev/MaxKB,2023Q3,a1e2d29cf404b372efeeec476380a4855f066895,484,0,0.0,,,
marimo-team/marimo,2023Q3,ee03c4cc98c530de0fcc01d98ec38ae82b32377a,685,0,0.0,,,
confident-ai/deepeval,2023Q3,187a6b386e9965abb1c466ec8cd7b54abbcc099e,1873,0,0.0,,,
QwenLM/Qwen-Agent,2023Q3,ee709c905092857686d5187a525878dc088097fc,140,0,0.0,,,
meta-llama/codellama,2023Q3,1af62e1f43db1fa5140fa43cb828465a603a48f3,22,0,0.0,,,
open-webui/open-webui,2023Q4,5558514ff19c088fd0c8c87205d7a89a0d115a1c,2107,0,0.0,,,
unslothai/unsloth,2023Q4,5cff582ccff5899ac3f7d8423922aecbda6edea8,220,0,0.0,,,
crewAIInc/crewAI,2023Q4,3d5257592b440fca8c46b77471e1c34c901ee57f,402,0,0.0,,,
datalab-to/marker,2023Q4,ad6c97ca916084b225cc3319637449efbd4b0cb6,55,0,0.0,,,
myshell-ai/OpenVoice,2023Q4,34874b77e8ed4fd63ebafcfefafbe31002748486,116,0,0.0,,,
fishaudio/fish-speech,2023Q4,5d4e3947ff7683dd8467e32b3c88444aab65d8de,298,0,0.0,,,
jianchang512/pyvideotrans,2023Q4,4c214c54a1248a23e46bf018a2e88fc35debf2be,428,0,0.0,,,
state-spaces/mamba,2023Q4,a07faffa36a7b89e754b5de972418475bcdd77b6,64,0,0.0,,,
pipecat-ai/pipecat,2023Q4,269d06aa1569739c4df992e701821268bb8448bb,788,0,0.0,,,
dreammis/social-auto-upload,2023Q4,b0b7ebd3795de7cd8b4bc42257166a0f1ff4747e,27,0,0.0,,,
harry0703/MoneyPrinterTurbo,2024Q1,a53ca843e86a7985973e20befe68558deaa6f55e,368,0,0.0,,,
opendatalab/MinerU,2024Q1,355a17aa74633ccdb5c472bdcbfd2abae6f8a053,1254,0,0.0,,,
xai-org/grok-1,2024Q1,7050ed204b8206bb8645c7b7bbef7252f79561b0,9,0,0.0,,,
microsoft/graphrag,2024Q1,a2647da473394218a3d2576fc552c214c1af0f23,285,0,0.0,,,
stanford-oval/storm,2024Q1,494534022adde32338f8ad5d53e2b97bc0328a0c,201,0,0.0,,,
ScrapeGraphAI/Scrapegraph-ai,2024Q1,a7359753d3c9fbdd6397433c724b9dcc4b665c39,1436,0,0.0,,,
hpcaitech/Open-Sora,2024Q1,a29424c2373339ffe60193e009702dd03da06350,1283,0,0.0,,,
meta-llama/llama3,2024Q1,11817d47e1ba7a4959b025eb1ca308572e0e3963,131,0,0.0,,,
huggingface/lerobot,2024Q1,abbb1d2367eaf5e13268f8112e53e43c52038206,595,0,0.0,,,
Skyvern-AI/skyvern,2024Q1,3442bbfa68ed2a79f6c3b433e21ea9af3e234011,610,0,0.0,,,
unclecode/crawl4ai,2024Q2,b51263664e7bb0cfe1cf9bb5f618ad44448ab620,309,0,0.0,,,
exo-explore/exo,2024Q2,cfedcec3a651f27085e1913f4bd42a699fa82076,1102,0,0.0,,,
2noise/ChatTTS,2024Q2,a67bfb519f1521cf9d415cda392729768a8dc01c,398,0,0.0,,,
google-research/timesfm,2024Q2,b389495851478c65fce442751f6e2877c9d5586b,6,0,0.0,,,
SWE-agent/SWE-agent,2024Q2,e6d7cb8277cbf79c97e363e1fd89d22e6be10bd7,1004,0,0.0,,,
pydantic/pydantic-ai,2024Q2,01565f59b77c7d0b9343a011edacefe2136993f9,166,0,0.0,,,
microsoft/data-formulator,2024Q2,8697bb89ff0a16f225fe104645cfcf115048faa4,205,2,0.00975609756097561,copilot,2024-10-09T17:12:22-07:00,
andrewyng/aisuite,2024Q2,80890d901317c4b6cdbf166f2da299167f3f6caf,174,0,0.0,,,
microsoft/RD-Agent,2024Q2,94c47d6fd5c3e38fc786a83e6d0d05e8d04498f3,344,0,0.0,,,
darrenburns/posting,2024Q2,94feabc232da078c8cc9194e5259c3cd2206cfbb,904,0,0.0,,,
docling-project/docling,2024Q3,1976584be15b6dea7451001adbfd8b9dc3422235,290,0,0.0,,,
PDFMathTranslate/PDFMathTranslate,2024Q3,bc960f5a1872b5a2e8b3c62e061085deef2bea0d,965,0,0.0,,,
getzep/graphiti,2024Q3,a99aad59de3163a31a9891c6b2190c76e4cb498c,219,9,0.0410958904109589,copilot,2024-08-23T11:16:12-07:00,
feder-cr/AIHawk,2024Q3,be0da3b924c10d71f763751a70269d2368adf93c,59,0,0.0,,,
black-forest-labs/flux,2024Q3,d06f82803f5727a91b0cf93fcbb09d920761fba1,49,0,0.0,,,
modelcontextprotocol/python-sdk,2024Q3,9ae4df85fbab97bf476ddd160b766ca4c208cd13,367,3,0.008174386920980926,claude;copilot,2024-12-18T16:11:29Z,CLAUDE.md
kvcache-ai/ktransformers,2024Q3,de7e892f72ada9dd904517d9889ff3c68603071d,98,0,0.0,,,
allenai/olmocr,2024Q3,1f8cc59b226435ab64f97958d6baaf84bbefad1b,778,0,0.0,,,
Huanshere/VideoLingo,2024Q3,d9b370c08293d7d8982102d238ab77248d604a4a,875,0,0.0,,,
raga-ai-hub/RagaAI-Catalyst,2024Q3,adc75a857247af14d169a58676ce7accc5d2628e,881,0,0.0,,,
browser-use/browser-use,2024Q4,a42671c9581a9968e96c747e0d962d6241da1f7e,1970,0,0.0,,,
TauricResearch/TradingAgents,2024Q4,718df3493256ab607955c44903f3971c5c587313,47,0,0.0,,,
D4Vinci/Scrapling,2024Q4,8b938575464d12dc3d544da93e28c7afc954682e,408,0,0.0,,,
virattt/ai-hedge-fund,2024Q4,4556a493a745ad07884fd906fb958e282496ae28,498,0,0.0,,,
HKUDS/LightRAG,2024Q4,0defac0e29ec1450f7fc03ab33d254f44a0f07f3,3106,1,0.0003219575016097875,copilot,2025-01-17T12:10:26-05:00,
huggingface/smolagents,2024Q4,927301e9a86d5a3618f9fb293146ae79bfc85fbf,779,0,0.0,,,
PrefectHQ/fastmcp,2024Q4,c4d941f67174e0416ca4b8c0731dfec1eefcbc5a,939,11,0.011714589989350373,copilot,2025-04-21T11:24:33+08:00,.cursor/rules/core-mcp-objects.mdc;AGENTS.md
verl-project/verl,2024Q4,e0d035cd4a6a5c29835516a58d78710a28e73b18,540,1,0.001851851851851852,copilot,2025-04-07T09:48:27-07:00,
deepseek-ai/Janus,2024Q4,1daa72fa409002d40931bd7b36a9280362469ead,21,0,0.0,,,
WEIFENG2333/VideoCaptioner,2024Q4,df5928929c0370bb623f4c175d57c53517ff4449,422,0,0.0,,,
FoundationAgents/OpenManus,2025Q1,3e604acb93e41495370d93af5ed44d7e9c6c8319,483,0,0.0,,,
openai/openai-agents-python,2025Q1,50a909a3737ee0f948e80894f8636c7519c423ec,704,19,0.026988636363636364,chatgpt_openai_codex,2025-03-20T09:32:02-07:00,AGENTS.md;CLAUDE.md
oraios/serena,2025Q1,53ee7f47c08f29ae336567bcfaf89f79e7d447a2,1400,24,0.017142857142857144,claude,2025-06-06T11:10:36+02:00,CLAUDE.md
ahujasid/blender-mcp,2025Q1,a6ca7509d1bc47dfab546cc46bc966cbe79d54a0,124,0,0.0,,,
Fosowl/agenticSeek,2025Q1,308ba0e595b717bcd64ea4c3e4eff073defbfddc,854,7,0.00819672131147541,copilot,2025-03-29T20:25:52+01:00,
huggingface/open-r1,2025Q1,0e06249d1caa3c1d27a93e590929531291c9c493,198,0,0.0,,,
index-tts/index-tts,2025Q1,f017ab247c8e05d913a77753cf64d8846c86f65f,96,0,0.0,,,
camel-ai/owl,2025Q1,0008faf5eb1486ef9c5e6371c8a123ee520d9d98,598,0,0.0,,,
Wan-Video/Wan2.1,2025Q1,7c81b2f27defa56c7e627a4b6717c8f2292eee58,45,0,0.0,,,
mindverse/Second-Me,2025Q1,179c52ec18422102ad12b078c171feb294a512ba,185,1,0.005405405405405406,copilot,2025-03-26T05:13:34+03:00,
sansan0/TrendRadar,2025Q2,b27f402f71a58b1446233dfc81cdf765142f1f24,126,0,0.0,,,
VectifyAI/PageIndex,2025Q2,644d4bbda6a3c47df804cf77f14320a3326d5f2c,180,0,0.0,,,
hsliuping/TradingAgents-CN,2025Q2,45d0b060efdcfd3d885904ea40379b6c789f86ad,67,0,0.0,,,
resemble-ai/chatterbox,2025Q2,bf169fe5f518760cb0b6c6a6eba3f885e10fa86f,29,0,0.0,,,
SuperClaude-Org/SuperClaude_Framework,2025Q2,3294a0ad941f299e8c997bbe88a718694e173a8f,335,128,0.382089552238806,claude,2025-07-14T14:28:11+02:00,.claude/settings.json;.claude/skills/confidence-check/SKILL.md;.claude/skills/confidence-check/confidence.ts;AGENTS.md;CLAUDE.md
HKUDS/RAG-Anything,2025Q2,89a5521218b09412b65b819bb9be59d9eddf7f0c,219,0,0.0,,,
google/adk-python,2025Q2,609a2358eb89fc6486c1cef35fa39b4b611dbb68,1272,0,0.0,,,AGENTS.md
openai/gpt-oss,2025Q2,599476783c6f88508dab8577808b5ead5cbee8d2,125,8,0.064,chatgpt_openai_codex,2025-08-05T08:19:49-07:00,
astral-sh/ty,2025Q2,3abd4c968fcec08f968767338d88cadb129eeb5c,224,0,0.0,,,
nari-labs/dia,2025Q2,61ae8e039276eca622fc27db2c1ead1eaf417e6c,88,0,0.0,,,
NousResearch/hermes-agent,2025Q3,6eb76c7c1a37f85984f5fd0cec72d50b7abfcbda,73,0,0.0,,,.cursorrules
github/spec-kit,2025Q3,c78f8423f69f03d89e459d69dd8dda7167e2b418,535,53,0.09906542056074766,claude;copilot,2025-08-25T14:09:09-07:00,AGENTS.md
usestrix/strix,2025Q3,0a63ffba63d37d3f9d37ebaa3412f09c651f61ce,282,15,0.05319148936170213,claude,2026-01-09T19:35:01-08:00,
microsoft/VibeVoice,2025Q3,7ef9dbe300a8fce57e9906e1d46f0a980378b83f,84,0,0.0,,,
bojieli/ai-agent-book,2025Q3,768735d123516127cba4a166660948f8513844d7,126,0,0.0,,,
google/langextract,2025Q3,3638fe4054de9fb81adadefd04d3979e7479b655,127,0,0.0,,,
OpenBMB/VoxCPM,2025Q3,23ed7ffeeeeed6843b6f39b42ecc98357e455f7a,81,0,0.0,,,
p-e-w/heretic,2025Q3,19cdf7e2440d4a315be6cb89d70c73f317326fa2,122,2,0.01639344262295082,claude;gemini,2026-03-06T08:33:57+01:00,
Wan-Video/Wan2.2,2025Q3,81e67351b81197330c9533e7f345233e7702b44a,46,0,0.0,,,
MemoriLabs/Memori,2025Q3,c404dec1025f24d05d3624fc60809e164fea5fa2,361,6,0.01662049861495845,claude;copilot,2025-08-15T22:41:55+05:30,
karpathy/nanochat,2025Q4,a445144d3905c6845fda2d3cab8e63248a70cd32,373,9,0.024128686327077747,claude,2025-12-28T04:10:49Z,.claude/skills/read-arxiv-paper/SKILL.md
K-Dense-AI/scientific-agent-skills,2025Q4,de480b6c97ea2a0726de35e4a610e149d786ab3c,427,11,0.02576112412177986,claude;cursor,2025-11-29T01:11:21-05:00,
HKUDS/DeepTutor,2025Q4,2af83c5dc56a20ec62575f31b8a3f612f0edb619,1005,96,0.0955223880597015,claude;copilot;cursor,2025-12-30T02:25:16+08:00,AGENTS.md
ATH-MaaS/Pixelle-Video,2025Q4,fd88c62363ccb57ba0e7d4fdb8ba465e653562b7,340,0,0.0,,,
zai-org/Open-AutoGLM,2025Q4,86f55382982fb054e8fc98ca80609dff8a2cdc3c,106,2,0.018867924528301886,claude,2025-12-10T18:23:35+08:00,
alirezarezvani/claude-skills,2025Q4,f567c61def3fb86046d7242b4bf27fceb63ad8b4,681,266,0.39060205580029367,claude,2025-10-19T06:05:42+02:00,.claude/commands/README.md;.claude/commands/focused-fix.md;.claude/commands/git/clean.md;.claude/commands/git/cm.md;.claude/commands/git/cp.md;.claude/commands/git/pr.md;.claude/commands/plugin-audit.md;.claude/commands/review.md;.claude/commands/security-scan.md;.claude/commands/seo-auditor.md;.claude/commands/update-docs.md;CLAUDE.md;GEMINI.md
karpathy/llm-council,2025Q4,92e1fccb1bdcf1bab7221aa9ed90f9dc72529131,5,0,0.0,,,CLAUDE.md
vectorize-io/hindsight,2025Q4,4ea650f6c4162d8ed8aace35b29b613351f8b2d9,1158,93,0.08031088082901554,claude;copilot,2025-12-08T15:24:13+01:00,.claude/skills/code-review/SKILL.md;AGENTS.md;CLAUDE.md
yusufkaraaslan/Skill_Seekers,2025Q4,006822f892a1bc01b7ea570136dcfdb35561a552,710,436,0.6140845070422535,claude,2025-10-19T01:43:02+03:00,.claude/mcp_config.example.json;AGENTS.md;CLAUDE.md
datalab-to/chandra,2025Q4,01f86ebd3a9eef07aa69734008a86541f206456e,76,0,0.0,,,
karpathy/autoresearch,2026Q1,228791fb499afffb54b46200aca536f79142f117,36,3,0.08333333333333333,claude,2026-03-06T22:08:45Z,
Panniantong/Agent-Reach,2026Q1,93ae1d18c37b707dec053c7c4f9d91cd8ef8943d,372,46,0.12365591397849462,claude,2026-03-20T00:26:42+08:00,CLAUDE.md
headroomlabs-ai/headroom,2026Q1,838c5234a877d4cf96f9e914cfd39d6d6addb211,1855,400,0.215633423180593,claude;copilot,2026-01-10T14:51:08-08:00,.github/copilot-instructions.md
ZhuLinsen/daily_stock_analysis,2026Q1,aa513135d67425d2484cdc9c643402c0f4c3ae07,877,22,0.02508551881413911,claude;copilot,2026-01-14T18:35:39+08:00,.claude/skills/README.md;.claude/skills/analyze-issue/SKILL.md;.claude/skills/analyze-pr/SKILL.md;.claude/skills/fix-issue/SKILL.md;.github/copilot-instructions.md;AGENTS.md;CLAUDE.md
